amenities,built_year,detailed_address,developer,district,facing,floor_level,furnishing,link,mrt_distance,mrt_name,name,neighbourhood,overlooking_view,picture_url,price/sqft,price_month,property_type,sqft,tenure,total_units,unit_types,bedrooms,bathrooms
"['Function room', 'Aircon', 'Retail shops', 'Greenery view', 'Pool deck', 'Rooftop pool', 'Spa pool', 'Jacuzzi', '', '', '', '', '', '', '', '', '', '', '', '', '']",2017,1 Fraser Street,M+S Pte Ltd (A Company Owned By Khazanah And Temasek),Beach Road / Bugis / Rochor (D7),,High (31 total),Partial,https://www.99.co/singapore/rent/property/duo-residences-duo-tower-condo-JYCXbTo9JF9xxaj4gWh5Gd#enquiry_position_3968#enquiry_source_Search,5 min (246 m) from ,Bugis MRT,Duo Residences / Duo Tower,None,Greenery view,https://pic.99.co/v3/tgYMH3fzcB6PMbZRNz3vLR?width=1440&mode=fill&text=sher+gao&sampling=lanczos&quality=80&version=1&signature=3fd6625ab9dd19b955147a57a522f1915325d2aa,$5.47 psf,"$9,700/mo",Condo Whole Unit,"1,772",99 Years,660,"Studio, 1, 2, 3, 4 BR",3,3
"['Swimming pool', 'Security', 'Tennis court', 'Parking']",1977,32 Nassim Hill,Nassim Mansion Pte Ltd,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/nassim-mansion-condo-AhD5CkYDYdmmPv7fW3ahRP#enquiry_position_3969#enquiry_source_Search,,,Nassim Mansion,Tanglin,,https://www.99.co/static/v3/icons/pool@3x.png,$3.86 psf,"$11,000/mo",Apartment Whole Unit,"2,852",Freehold,72,"3, 4 BR",3,4
"['Clubhouse', 'Gym', 'Swimming pool', 'Parking', 'Security', 'Lap pool']",2011,101 Cairnhill Circle,Taraville Pte Ltd (Sc Global),Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/hilltops-condo-Mnk42n3ZruQHwarYYkkZ95#enquiry_position_3970#enquiry_source_Search,15 min (825 m) from ,Newton MRT,Hilltops,Newton,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$6.54 psf,"$8,300/mo",Condo Whole Unit,"1,270",Freehold,240,"2, 3, 4, 5 BR",2,2
"['Swimming pool', 'Gym', 'Security', 'Playground', 'Parking']",1978,37 Nassim Road,Far East Organization,Tanglin / Holland (D10),,,Partial,https://www.99.co/singapore/rent/property/nassim-regency-condo-xfnoywoztUSaAf4AiUJegS#enquiry_position_3971#enquiry_source_Search,,,Nassim Regency,Tanglin,,https://www.99.co/static/v3/icons/pool@3x.png,$5.11 psf,"$10,500/mo",Condo Whole Unit,"2,056",Freehold,30,"3, 4, 7 BR",3,3
"['Gym', 'Lounge', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', '', '', '']",2009,7 One-North Gateway,Uol/Kheng Leong/Low Keng Huat,Buona Vista / West Coast / Clementi (D5),,,,https://www.99.co/singapore/rent/property/one-north-residences-condo-GBNfzQsDYpyVvRWFMmF2Yc#enquiry_position_3972#enquiry_source_Search,10 min (409 m) from ,One-North MRT,One North Residences,Queenstown,,https://www.99.co/static/v3/icons/gym@3x.png,$4.29 psf,"$4,200/mo",Condo Whole Unit,979,99 Years,405,"Studio, 1, 2, 3, 4, 5 BR",2,2
"['Clubhouse', 'Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Steam room', 'Playground', 'Fitness corner', '', '', '', '']",1999,31 Pasir Ris Drive 3,Pidemco Land Ltd,Pasir Ris / Tampines (D18),,,,https://www.99.co/singapore/rent/property/eastvale-condo-JjGLz5wmW98pGsNPxGcWeD#enquiry_position_3973#enquiry_source_Search,10 min (488 m) from ,Pasir Ris MRT,Eastvale,Pasir Ris,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$3.28 psf,"$3,600/mo",Condo Whole Unit,"1,098",99 Years,312,3 BR,3,2
"['Jogging track', 'Clubhouse', 'Library', 'Jacuzzi', 'Parking', 'Fun pool', 'Swimming pool', 'Aerobic pool', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2019,27 Fernvale Road,CEL Development,Seletar / Yio Chu Kang (D28),,,,https://www.99.co/singapore/rent/property/high-park-residences-condo-mZbJogq6us32mpZX9p4mdL#enquiry_position_3974#enquiry_source_Search,5 min (170 m) from ,Thanggam MRT,High Park Residences,Sengkang,,https://www.99.co/static/v3/icons/jogging_track@3x.png,$3.94 psf,"$2,700/mo",Condo Whole Unit,685,99 Years,1399,"Studio, 1, 2, 3, 4, 5 BR",2,2
"['Jogging track', 'Clubhouse', 'Basketball court', 'Aerobic pool', 'Sculpture', 'Gym', 'Spa pavilion', 'Swimming pool', '', '', '', '', '', '', '', '']",2015,1 Leedon Heights,,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/dleedon-condo-psiVv9cfAf6qEgjJaazYon#enquiry_position_3975#enquiry_source_Search,15 min (829 m) from ,Farrer Road MRT,D'leedon,Bukit Timah,,https://www.99.co/static/v3/icons/jogging_track@3x.png,$5.34 psf,"$4,200/mo",Condo Whole Unit,786,99 Years,1723,"Studio, 1, 2, 3, 4, 5, 6 BR",2,1
"['Clubhouse', 'Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Steam room', 'Playground', 'Fitness corner', '', '', '', '', '']",2007,33 Oxley Rise,Wing Tai Asia,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/visioncrest-condo-6wo2KtMfFKQcUPuAkaW6FS#enquiry_position_3976#enquiry_source_Search,5 min (314 m) from ,Dhoby Ghaut MRT,Visioncrest,None,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$5.07 psf,"$4,800/mo",Apartment Whole Unit,947,Freehold,265,"Studio, 1, 2, 3 BR",2,2
"['Security', 'Closet', 'Aircon', 'Greenery view', 'Fridge', 'Swimming pool', 'Utility room', 'Dryer', '', '', '', '', '', '']",1978,37 Nassim Road,Far East Organization,Tanglin / Holland (D10),,Mid,Partial,https://www.99.co/singapore/rent/property/nassim-regency-condo-AsocqMXZRUAb2xhxYsUUiS#enquiry_position_3977#enquiry_source_Search,,,Nassim Regency,Tanglin,Greenery view,https://www.99.co/static/v3/icons/security@3x.png,$4.67 psf,"$9,600/mo",Condo Whole Unit,"2,056",Freehold,30,"3, 4, 7 BR",3,
"['Water feature', 'Gym', 'Timber deck', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Parking', '', '', '']",2007,60 Newton Road,Uol Development (Novena) Pte Ltd,Newton / Novena (D11),,,,https://www.99.co/singapore/rent/property/newton-suites-condo-aANrnFJMz8tADcEz9PZM27#enquiry_position_3978#enquiry_source_Search,5 min (302 m) from ,Novena MRT,Newton Suites,Novena,,https://www.99.co/static/v3/icons/water_feature@3x.png,$4.77 psf,"$5,900/mo",Apartment Whole Unit,"1,238",Freehold,118,"2, 3 BR",3,3
"['Clubhouse', 'Function room', 'Pavilion', 'Gym', 'Pool deck', 'Swimming pool', 'Steam room', 'Playground', '', '', '', '', '', '', '']",2010,23 Claymore Road,Hong Leong Holdings Limited,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/the-tate-residences-condo-JFCk76HqeiUiegshCnA5ij#enquiry_position_3979#enquiry_source_Search,10 min (487 m) from ,Orchard MRT,The Tate Residences,Newton,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$5.19 psf,"$9,600/mo",Condo Whole Unit,"1,850",Freehold,85,"3, 4, 5, 6 BR",3,3
"['Clubhouse', 'Sauna', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Steam room', 'Playground', 'Parking', '', '', '']",2015,23 Angullia Park,Far East Organization,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/skyline-orchard-boulevard-condo-dW6w25DXxmTwMttuZiNHJX#enquiry_position_3980#enquiry_source_Search,5 min (346 m) from ,Orchard MRT,Skyline @ Orchard Boulevard,River Valley,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$6.97 psf,"$21,600/mo",Condo Whole Unit,"3,100",Freehold,40,"Studio, 2, 3, 4, 5, 6 BR",4,4
"['Swimming pool', 'Pool deck', 'Playground', 'Fitness corner', 'Parking']",2012,861 Mountbatten Road,Agrow Land Pte Ltd,East Coast / Marine Parade (D15),,,,https://www.99.co/singapore/rent/property/mountbatten-suites-condo-oiqjgkX8cLdk8GwPdnXEZV#enquiry_position_3981#enquiry_source_Search,,,Mountbatten Suites,Marine Parade,,https://www.99.co/static/v3/icons/pool@3x.png,$3.45 psf,"$3,600/mo",Condo Whole Unit,"1,044",Freehold,32,"1, 2, 3 BR",2,2
"['Clubhouse', 'Parking']",1994,271 Bukit Timah Road,Balmoral Plaza Pte Ltd (Lim Kah Nagm Limited & Pac),Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/balmoral-plaza-condo-NXGoLM7zh2o5CKZNyX4tNQ#enquiry_position_3982#enquiry_source_Search,15 min (678 m) from ,Newton MRT,Balmoral Plaza,Newton,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$2.93 psf,"$5,800/mo",Condo Whole Unit,"1,980",Freehold,7,"4, 5 BR",5,3
"['Clubhouse', 'Water feature', 'Stove', 'Walk in closet', 'Jacuzzi', 'Oven', 'Parking', 'Balcony', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2013,298 Beach Road,Hong Fok Land Ltd,Beach Road / Bugis / Rochor (D7),,High (39 total),Partial,https://www.99.co/singapore/rent/property/concourse-skyline-condo-FGq3afbMZiVEsFea5BDh4R#enquiry_position_3983#enquiry_source_Search,5 min (203 m) from ,Nicoll Highway MRT,Concourse Skyline,None,City view,https://www.99.co/static/v3/icons/clubhouse@3x.png,$5.21 psf,"$4,600/mo",Condo Whole Unit,883,99 Years,360,"1, 2, 3, 4, 5, 6 BR",1,1
"['Gym', 'Swimming pool', 'Wading pool', 'Playground', 'Parking', 'Security', 'Tennis court']",2004,93 Grange Road,Marco Polo Development,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/grange-residences-condo-QN2p7cdQUXY24U3ZbaxRaB#enquiry_position_3984#enquiry_source_Search,,,Grange Residences,Tanglin,,https://www.99.co/static/v3/icons/gym@3x.png,$6.97 psf,"$18,000/mo",Condo Whole Unit,"2,583",Freehold,164,4 BR,4,4
"['Clubhouse', 'Gym', 'Swimming pool', 'Security', 'Parking']",1994,4 Ardmore Park,Heritage Holdings Pte Ltd,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/heritage-apartments-condo-QQfeK2vmfRvBy3zmThLknV#enquiry_position_3985#enquiry_source_Search,15 min (909 m) from ,Orchard MRT,Heritage Apartments,Newton,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$3.95 psf,"$12,500/mo",Condo Whole Unit,"3,165",Freehold,19,"3, 4 BR",4,4
"['Gym', 'Swimming pool', 'Wading pool', 'Playground', 'Parking', 'Security', 'Bbq']",2002,8 Jalan Mutiara,Koh Brothers Development Pte Ltd,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/the-montana-condo-NRk7MkSHE9R8d7SscMU5u9#enquiry_position_3986#enquiry_source_Search,15 min (1554 m) from ,Orchard MRT,The Montana,Tanglin,,https://www.99.co/static/v3/icons/gym@3x.png,$3.79 psf,"$4,200/mo",Condo Whole Unit,"1,109",Freehold,108,"1, 2, 3, 4 BR",3,3
"['Jogging track', 'Clubhouse', 'Stove', 'Jacuzzi', 'Oven', 'Pond', 'Outdoor dining', 'Sky terrace', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2019,95 Prince Charles Crescent,UOL Venture Investments Pte Ltd,Alexandra / Commonwealth (D3),South,Low (24 total),Partial,https://www.99.co/singapore/rent/property/principal-garden-condo-Vq9K9QMAtGdXYe2otPxoB#enquiry_position_3987#enquiry_source_Search,15 min (741 m) from ,Redhill MRT,Principal Garden,Bukit Merah,Greenery view,https://www.99.co/static/v3/icons/jogging_track@3x.png,$5.09 psf,"$4,000/mo",Condo Whole Unit,786,99 Years,663,"1, 2, 3 BR",2,2
"['Swimming pool', 'Security', 'Parking']",1977,23 Balmoral Road,Singapura Developments Pte Ltd,Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/balmoral-point-condo-rsMRYJK2urYnuLiNL3QrNj#enquiry_position_3988#enquiry_source_Search,15 min (1135 m) from ,Newton MRT,Balmoral Point,Tanglin,,https://www.99.co/static/v3/icons/pool@3x.png,$3.42 psf,"$11,500/mo",Apartment Whole Unit,"3,358",Freehold,31,"2, 3, 4, 5 BR",5,4
"['Clubhouse', 'Gym', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', '', '', '']",2006,301 Jalan Bukit Ho Swee,Mcl Land (Balmoral 2) Pte Ltd,Alexandra / Commonwealth (D3),,,,https://www.99.co/singapore/rent/property/meraprime-condo-wpWUCPdhnbsp9uq8NomdaH#enquiry_position_3989#enquiry_source_Search,5 min (141 m) from ,Tiong Bahru MRT,Meraprime,Bukit Merah,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$4.89 psf,"$6,000/mo",Condo Whole Unit,"1,227",99 Years,213,"2, 3, 4 BR",3,3
"['Spa pool', 'Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', '', '', '']",2000,10 Walshe Road,Lucky Realty Co Pte Ltd (Far East Organization),Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/gardenville-condo-P4SeAPFW2hJLpMuez5mrg8#enquiry_position_3990#enquiry_source_Search,10 min (859 m) from ,Stevens MRT,Gardenville,Tanglin,,https://www.99.co/static/v3/icons/pool@3x.png,$4.28 psf,"$15,000/mo",Condo Whole Unit,"3,501",Freehold,56,"3, 4, 5 BR",4,3
"['Jogging track', 'Clubhouse', 'Hammocks', 'Gym', 'Water feature', 'Viewing deck', 'Hydrotherapy pool', 'Pond', '', '', '', '']",2017,19A Toh Tuck Road,,Clementi Park / Upper Bukit Timah (D21),,,,https://www.99.co/singapore/rent/property/the-creek-bukit-condo-jWQxfx6TboreX38n6fhUKN#enquiry_position_3991#enquiry_source_Search,15 min (828 m) from ,Beauty World MRT,The Creek @ Bukit,Bukit Timah,,https://www.99.co/static/v3/icons/jogging_track@3x.png,$3.33 psf,"$3,800/mo",Condo Whole Unit,"1,141",Freehold,260,"1, 2, 3, 4 BR",3,3
"['Spa pool', 'Gym', 'Sauna', 'Swimming pool', 'Wading pool', 'Jacuzzi', 'Playground', 'Parking', '', '', '']",2000,10 Walshe Road,Lucky Realty Co Pte Ltd (Far East Organization),Tanglin / Holland (D10),,,,https://www.99.co/singapore/rent/property/gardenville-condo-YBux6BCRxwN5iFZ9ZXCiWk#enquiry_position_3992#enquiry_source_Search,10 min (859 m) from ,Stevens MRT,Gardenville,Tanglin,,https://www.99.co/static/v3/icons/pool@3x.png,$4.29 psf,"$15,000/mo",Condo Whole Unit,"3,500",Freehold,56,"3, 4, 5 BR",5,
"['Clubhouse', 'Function room', 'Water feature', 'Timber deck', 'Oven', 'Parking', 'Balcony', 'Fun pool', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2014,12B Cairnhill Rise,Bukit Sembawang View Pte Ltd,Orchard / River Valley (D9),,,Partial,https://www.99.co/singapore/rent/property/the-vermont-on-cairnhill-condo-8TVam8be76eb7uZ4NaYPYW#enquiry_position_3993#enquiry_source_Search,10 min (422 m) from ,Newton MRT,The Vermont On Cairnhill,Newton,Pool view,https://www.99.co/static/v3/icons/clubhouse@3x.png,$6.26 psf,"$3,300/mo",Condo Whole Unit,527,Freehold,158,"1, 2, 3, 4, 5, 6 BR",1,1
"['Basketball court', 'Gym', 'Sauna', 'Swimming pool', 'Jacuzzi', 'Playground', 'Fitness corner', 'Parking', '', '', '']",2007,7 Anthony Road,Golden Development Pte Ltd (Far East Oranisation),Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/orchard-scotts-condo-gr4mU56Etq4Zd7oNyN2wQJ#enquiry_position_3994#enquiry_source_Search,5 min (299 m) from ,Newton MRT,Orchard Scotts,Newton,,https://www.99.co/static/v3/icons/basketball_court@3x.png,$5.4 psf,"$8,900/mo",Condo Whole Unit,"1,647",99 Years,387,"Studio, 1, 2, 3, 4, 5 BR",3,3
"['Security', 'Parking']",2013,8 Tomlinson Road,Millenia Properties Private Limited,Tanglin / Holland (D10),,,Partial,https://www.99.co/singapore/rent/property/hana-condo-KmPujRPWttpEthZe449CR7#enquiry_position_3995#enquiry_source_Search,15 min (1050 m) from ,Orchard MRT,Hana,Orchard,,https://www.99.co/static/v3/icons/security@3x.png,$6.8 psf,"$24,000/mo",Apartment Whole Unit,"3,531",99 Years,26,4 BR,4,5
"['Gym', 'Jacuzzi', 'Lap pool']",2016,38 Scotts Road,Far East Success,Orchard / River Valley (D9),,,Partial,https://www.99.co/singapore/rent/property/the-scotts-tower-condo-hgHD6sEuriMKKYptpNakjg#enquiry_position_3996#enquiry_source_Search,10 min (384 m) from ,Newton MRT,The Scotts Tower,Newton,,https://www.99.co/static/v3/icons/gym@3x.png,$6.66 psf,"$4,300/mo",Condo Whole Unit,646,103 Years,231,"Studio, 1, 2, 3, 5 BR",1,1
"['Gym', 'Jacuzzi', 'Lap pool']",2016,38 Scotts Road,Far East Success,Orchard / River Valley (D9),,,Partial,https://www.99.co/singapore/rent/property/the-scotts-tower-condo-DNAUNnwnKhpisdNwRT5M7Y#enquiry_position_3997#enquiry_source_Search,10 min (384 m) from ,Newton MRT,The Scotts Tower,Newton,,https://www.99.co/static/v3/icons/gym@3x.png,$8.21 psf,"$6,900/mo",Condo Whole Unit,840,103 Years,231,"Studio, 1, 2, 3, 5 BR",2,2
"['Function room', 'Hammocks', 'Gym', 'Lounge', 'Swimming pool', 'Wading pool', 'Spa pool', 'Steam room', '', '', '', '', '', '', '']",2016,3 Bishan Street 15,,Ang Mo Kio / Bishan / Thomson (D20),,,,https://www.99.co/singapore/rent/property/sky-vue-condo-PyeQC5xtYBNpsWNMGv5Efc#enquiry_position_3998#enquiry_source_Search,5 min (352 m) from ,Bishan MRT,Sky Vue,Bishan,,https://www.99.co/static/v3/icons/function_room@3x.png,$5.66 psf,"$2,800/mo",Condo Whole Unit,495,99 Years,694,"1, 2, 3, 4, 5 BR",1,1
"['Security', 'Parking']",1975,73 Cavenagh Road,,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/cavenagh-gardens-condo-7EP5dgV6UtL2sXJsZsfPyG#enquiry_position_3999#enquiry_source_Search,15 min (876 m) from ,Somerset MRT,Cavenagh Gardens,Newton,,https://www.99.co/static/v3/icons/security@3x.png,$2.55 psf,"$3,950/mo",Apartment Whole Unit,"1,550",Freehold,172,"1, 3, 4 BR",3,3
"['Pavilion', 'Fitness corner', 'Aircon', 'Hammocks', 'Reflexology path', 'Fridge', 'Tennis court', 'Dryer', '', '', '', '', '', '', '', '', '']",2021,91 West Coast Vale,China Construction Development Co. Pte Ltd,Buona Vista / West Coast / Clementi (D5),North,High (36 total),Partial,https://www.99.co/singapore/rent/property/twin-vew-condo-Z73VHp7wzVPTDHfbotqFxR#enquiry_position_4000#enquiry_source_Search,,,Twin VEW,Clementi,Pool view,https://www.99.co/static/v3/icons/pavilion@3x.png,$4.71 psf,"$3,500/mo",Condo Whole Unit,743,99 Years,520,"Studio, 1, 2, 3, 4, 5, 6 BR",2,2
"['Clubhouse', 'Function room', 'Sky lounge', 'Hammocks', 'Gym', 'Pool deck', 'Swimming pool', 'Wading pool', '', '', '', '', '']",2013,31 Boon Teck Road,Mcl Land Development Pte Ltd,Balestier / Toa Payoh (D12),,,,https://www.99.co/singapore/rent/property/dmira-condo-MCwc7HHaWGqKtcjuiFEbfk#enquiry_position_4001#enquiry_source_Search,15 min (1086 m) from ,Toa Payoh MRT,D'mira,Novena,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$3.61 psf,"$3,500/mo",Condo Whole Unit,969,Freehold,65,"2, 3, 4, 6 BR",2,1
"['Function room', 'High ceiling', 'Stove', 'Jacuzzi', 'Oven', 'Parking', 'Sky terrace', 'Balcony', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2013,38 Cairnhill Road,Sing Holdings (Cairnhill) Pte Ltd,Orchard / River Valley (D9),,High (19 total),Partial,https://www.99.co/singapore/rent/property/the-laurels-condo-UeMXoHoBZK4MyBCZ35kkN3#enquiry_position_4002#enquiry_source_Search,10 min (518 m) from ,Somerset MRT,The Laurels,Newton,Pool view,https://www.99.co/static/v3/icons/function_room@3x.png,$6.23 psf,"$5,500/mo",Condo Whole Unit,883,Freehold,229,"Studio, 1, 2, 3, 4 BR",2,2
"['Infinity pool', 'Clubhouse', 'Basketball court', 'Reflexology path', 'Gym', 'Pool deck', 'Hydrotherapy pool', 'Wading pool', '', '', '', '', '', '', '', '', '', '']",2008,31 Lorong Chuan,Peak Residence Development Pte Ltd (Kheng Leong),Hougang / Punggol / Sengkang (D19),,,,https://www.99.co/singapore/rent/property/the-chuan-condo-WYfE3FofxPhPvZx6jnsjBH#enquiry_position_4003#enquiry_source_Search,10 min (414 m) from ,Lorong Chuan MRT,The Chuan,Serangoon,,https://www.99.co/static/v3/icons/pool@3x.png,$4.16 psf,"$9,500/mo",Condo Whole Unit,"2,282",999 Years,106,"2, 3, 4, 5 BR",4,4
"['Pavilion', 'Hammocks', 'Reflexology path', 'Steam room', 'Playground', 'Fitness corner', 'Lap pool', 'Bbq', '']",2021,91 West Coast Vale,China Construction Development Co. Pte Ltd,Buona Vista / West Coast / Clementi (D5),,,,https://www.99.co/singapore/rent/property/twin-vew-condo-KnKAnSu9a5Vb4z2qwYu6on#enquiry_position_4004#enquiry_source_Search,,,Twin VEW,Clementi,,https://www.99.co/static/v3/icons/pavilion@3x.png,$5.77 psf,"$4,100/mo",Condo Whole Unit,710,99 Years,520,"Studio, 1, 2, 3, 4, 5, 6 BR",2,2
"['Pavilion', 'Hammocks', 'Reflexology path', 'Steam room', 'Playground', 'Fitness corner', 'Lap pool', 'Bbq', '']",2021,93 West Coast Vale,China Construction Development Co. Pte Ltd,Buona Vista / West Coast / Clementi (D5),,,,https://www.99.co/singapore/rent/property/twin-vew-condo-ripshHwrHzmhq85wKQGHHM#enquiry_position_4005#enquiry_source_Search,,,Twin VEW,Clementi,,https://www.99.co/static/v3/icons/pavilion@3x.png,$4.4 psf,"$4,688/mo",Condo Whole Unit,"1,066",99 Years,520,"Studio, 1, 2, 3, 4, 5, 6 BR",3,2
"['Clubhouse', 'Basketball court', 'Gym', 'Swimming pool', 'Wading pool', 'Tennis court', 'Parking', 'Security', '', '']",2014,16 Enggor Street,Bishan Properties Pte Ltd,Chinatown / Tanjong Pagar (D2),,,Partial,https://www.99.co/singapore/rent/property/altez-condo-ojNzTdz4bxHqevqQw2cS5A#enquiry_position_4006#enquiry_source_Search,5 min (253 m) from ,Tanjong Pagar MRT,Altez,None,,https://www.99.co/static/v3/icons/clubhouse@3x.png,$7.2 psf,"$7,989/mo",Condo Whole Unit,"1,109",99 Years,280,"Studio, 1, 2, 3, 4 BR",2,2
"['Penthouse', 'Clubhouse', 'Water feature', 'High ceiling', 'Stove', 'Walk in closet', 'Jacuzzi', 'Oven', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']",2013,296 Beach Road,Hong Fok Land Ltd,Beach Road / Bugis / Rochor (D7),,High (39 total),Partial,https://www.99.co/singapore/rent/property/concourse-skyline-condo-vh72zRRDuCnxyLTUvxdgWP#enquiry_position_4007#enquiry_source_Search,5 min (203 m) from ,Nicoll Highway MRT,Concourse Skyline,None,Greenery view,https://www.99.co/static/v3/icons/penthouse@3x.png,$2.68 psf,"$29,800/mo",Condo Whole Unit,"11,128",99 Years,360,"1, 2, 3, 4, 5, 6 BR",6,6
['Swimming pool'],2011,1 Kim Yam Road,King & King Development Pte Ltd,Orchard / River Valley (D9),,,,https://www.99.co/singapore/rent/property/attitude-kim-yam-condo-suPXUJtxbdAk62hJ7R7K8X#enquiry_position_4008#enquiry_source_Search,10 min (513 m) from ,Somerset MRT,Attitude @ Kim Yam,River Valley,,https://www.99.co/static/v3/icons/pool@3x.png,$6.27 psf,"$2,100/mo",Condo Whole Unit,335,999 Years,33,"Studio, 1 BR",studio,1
"['Infinity pool', 'Yoga corner', 'Pavilion', 'Gym', 'Pool deck', 'Lounge', 'Outdoor dining', 'Jacuzzi', '', '', '', '', '', '', '', '', '']",2014,48 Spottiswoode Park Road,Uol Development Pte Ltd,Chinatown / Tanjong Pagar (D2),,,,https://www.99.co/singapore/rent/property/spottiswoode-residences-condo-KWBKvSuFmA2GM2KGUiVNpm#enquiry_position_4009#enquiry_source_Search,15 min (802 m) from ,Outram Park MRT,Spottiswoode Residences,Bukit Merah,,https://www.99.co/static/v3/icons/pool@3x.png,$4.89 psf,"$3,900/mo",Condo Whole Unit,798,Freehold,351,"1, 2, 3, 5 BR",2,2
